2025-08-29T11:37:08+00:00,192.168.29.191,,192.168.210.132,104.124.54.122,443,17,192.168.29.191,104.124.54.122,9,4056,13,4359
2025-08-29T11:37:10+00:00,192.168.29.191,,192.168.210.132,104.124.54.120,443,17,192.168.29.191,104.124.54.120,,,,
2025-08-29T11:37:24+00:00,192.168.29.191,,192.168.210.170,4.2.2.2,53,6,192.168.29.191,4.2.2.2,,,,
2025-08-29T11:37:28+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,19,6984,22,10173
2025-08-29T11:37:28+00:00,192.168.29.191,,192.168.210.132,142.250.70.68,443,17,192.168.29.191,142.250.70.68,9,7895,12,8128
2025-08-29T11:37:30+00:00,192.168.29.191,,192.168.210.132,142.250.70.68,443,17,192.168.29.191,142.250.70.68,,,,
2025-08-29T11:37:36+00:00,192.168.29.191,,192.168.210.132,52.123.131.14,443,6,192.168.29.191,52.123.131.14,9,1639,12,7689
2025-08-29T11:37:36+00:00,192.168.29.191,,192.168.210.170,4.2.2.2,53,6,192.168.29.191,4.2.2.2,6,373,4,601
2025-08-29T11:37:38+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:37:38+00:00,192.168.29.191,,192.168.210.132,4.2.2.2,53,17,192.168.29.191,4.2.2.2,,,,
2025-08-29T11:37:38+00:00,192.168.29.191,,192.168.210.132,162.125.81.18,443,6,192.168.29.191,162.125.81.18,,,,
2025-08-29T11:37:40+00:00,192.168.29.191,,192.168.210.132,4.2.2.2,53,17,192.168.29.191,4.2.2.2,1,61,1,111
2025-08-29T11:37:42+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,443,17,192.168.29.191,8.8.8.8,29,6111,31,11108
2025-08-29T11:37:42+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,61,1,111
2025-08-29T11:37:50+00:00,192.168.29.191,,192.168.210.132,162.125.81.18,443,6,192.168.29.191,162.125.81.18,13,2475,12,5334
2025-08-29T11:38:02+00:00,192.168.29.191,,192.168.210.132,142.250.183.110,443,17,192.168.29.191,142.250.183.110,12,8381,15,6059
2025-08-29T11:38:08+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,19,6977,22,10179
2025-08-29T11:38:08+00:00,192.168.29.191,,192.168.210.132,104.124.54.120,443,17,192.168.29.191,104.124.54.120,9,4055,14,4401
2025-08-29T11:38:11+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:38:11+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:38:11+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,,,,
2025-08-29T11:38:11+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:38:11+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:38:11+00:00,192.168.29.191,,192.168.210.132,104.124.54.120,443,17,192.168.29.191,104.124.54.120,,,,
2025-08-29T11:38:14+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,56,1,132
2025-08-29T11:38:14+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,56,1,88
2025-08-29T11:38:14+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,62,1,198
2025-08-29T11:38:14+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,62,1,169
2025-08-29T11:38:16+00:00,192.168.29.191,,192.168.210.132,40.126.18.32,443,6,192.168.29.191,40.126.18.32,,,,
2025-08-29T11:38:16+00:00,192.168.29.191,,192.168.210.132,13.107.246.68,443,6,192.168.29.191,13.107.246.68,,,,
2025-08-29T11:38:16+00:00,192.168.29.191,,192.168.210.132,13.107.246.68,443,6,192.168.29.191,13.107.246.68,,,,
2025-08-29T11:38:16+00:00,192.168.29.191,,192.168.210.132,20.190.146.36,443,6,192.168.29.191,20.190.146.36,,,,
2025-08-29T11:38:16+00:00,192.168.29.191,,192.168.210.132,20.190.146.33,443,6,192.168.29.191,20.190.146.33,,,,
2025-08-29T11:38:18+00:00,192.168.29.191,,192.168.210.132,20.190.146.36,443,6,192.168.29.191,20.190.146.36,14,5903,12,9673
2025-08-29T11:38:28+00:00,192.168.29.191,,192.168.210.132,142.250.70.68,443,17,192.168.29.191,142.250.70.68,9,6726,12,8140
2025-08-29T11:38:30+00:00,192.168.29.191,,192.168.210.132,142.250.70.68,443,17,192.168.29.191,142.250.70.68,,,,
2025-08-29T11:38:51+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:38:51+00:00,192.168.29.191,,192.168.210.132,40.126.18.33,443,6,192.168.29.191,40.126.18.33,,,,
2025-08-29T11:38:51+00:00,192.168.29.191,,192.168.210.132,40.126.18.33,443,6,192.168.29.191,40.126.18.33,,,,
2025-08-29T11:38:54+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,60,1,338
2025-08-29T11:39:10+00:00,192.168.29.191,,192.168.210.132,104.124.54.120,443,17,192.168.29.191,104.124.54.120,8,3996,12,4307
2025-08-29T11:39:12+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,,,,
2025-08-29T11:39:12+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:39:12+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:39:12+00:00,192.168.29.191,,192.168.210.132,104.124.54.120,443,17,192.168.29.191,104.124.54.120,,,,
2025-08-29T11:39:14+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,62,1,198
2025-08-29T11:39:14+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,62,1,169
2025-08-29T11:39:16+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:39:16+00:00,192.168.29.191,,192.168.210.132,20.189.173.25,443,6,192.168.29.191,20.189.173.25,,,,
2025-08-29T11:39:16+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,37,8242,42,13235
2025-08-29T11:39:18+00:00,192.168.29.191,,192.168.210.132,52.168.117.175,443,6,192.168.29.191,52.168.117.175,,,,
2025-08-29T11:39:18+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,76,1,194
2025-08-29T11:39:19+00:00,192.168.29.191,,192.168.210.132,52.168.117.175,443,6,192.168.29.191,52.168.117.175,,,,
2025-08-29T11:39:20+00:00,192.168.29.191,,192.168.210.132,13.107.246.68,443,6,192.168.29.191,13.107.246.68,14,3649,15,6430
2025-08-29T11:39:20+00:00,192.168.29.191,,192.168.210.132,13.107.246.68,443,6,192.168.29.191,13.107.246.68,11,3465,10,917
2025-08-29T11:39:22+00:00,192.168.29.191,,192.168.210.132,20.189.173.25,443,6,192.168.29.191,20.189.173.25,13,2912,11,7687
2025-08-29T11:39:30+00:00,192.168.29.191,,192.168.210.132,142.250.70.68,443,17,192.168.29.191,142.250.70.68,8,5443,11,6855
2025-08-29T11:39:30+00:00,192.168.29.191,,192.168.210.132,142.250.70.68,443,17,192.168.29.191,142.250.70.68,,,,
2025-08-29T11:39:48+00:00,192.168.29.191,,192.168.210.170,4.2.2.2,53,6,192.168.29.191,4.2.2.2,,,,
2025-08-29T11:39:48+00:00,192.168.29.191,,192.168.210.170,185.125.190.97,80,6,192.168.29.191,185.125.190.97,,,,
2025-08-29T11:39:50+00:00,192.168.29.191,,192.168.210.170,185.125.190.97,80,6,192.168.29.191,185.125.190.97,5,355,4,401
2025-08-29T11:39:57+00:00,192.168.29.191,,,,,,,,,,,
2025-08-29T11:39:58+00:00,192.168.29.191,,,,,,,,,,,
2025-08-29T11:39:58+00:00,192.168.29.191,,,,,,,,,,,
2025-08-29T11:40:00+00:00,192.168.29.191,,192.168.210.170,4.2.2.2,53,6,192.168.29.191,4.2.2.2,6,373,4,457
2025-08-29T11:40:01+00:00,192.168.29.191,,,,,,,,,,,
2025-08-29T11:40:10+00:00,192.168.29.191,,192.168.210.132,104.124.54.120,443,17,192.168.29.191,104.124.54.120,8,5078,12,4302
2025-08-29T11:40:13+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,,,,
2025-08-29T11:40:13+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:40:13+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:40:13+00:00,192.168.29.191,,192.168.210.132,104.124.54.120,443,17,192.168.29.191,104.124.54.120,,,,
2025-08-29T11:40:16+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,18,5622,21,8595
2025-08-29T11:40:16+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,62,1,198
2025-08-29T11:40:16+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,62,1,169
2025-08-29T11:40:22+00:00,192.168.29.191,,192.168.210.132,40.126.18.32,443,6,192.168.29.191,40.126.18.32,22,6231,28,26456
2025-08-29T11:40:22+00:00,192.168.29.191,,192.168.210.132,20.190.146.33,443,6,192.168.29.191,20.190.146.33,13,3623,13,7357
2025-08-29T11:40:26+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:40:26+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:40:26+00:00,192.168.29.191,,192.168.210.132,8.8.4.4,443,17,192.168.29.191,8.8.4.4,,,,
2025-08-29T11:40:27+00:00,192.168.29.191,,192.168.210.132,142.250.192.67,443,17,192.168.29.191,142.250.192.67,,,,
2025-08-29T11:40:28+00:00,192.168.29.191,,192.168.210.132,52.168.117.175,443,6,192.168.29.191,52.168.117.175,19,6424,16,7644
2025-08-29T11:40:28+00:00,192.168.29.191,,192.168.210.132,52.168.117.175,443,6,192.168.29.191,52.168.117.175,16,4025,14,7640
2025-08-29T11:40:30+00:00,192.168.29.191,,192.168.210.132,142.250.70.68,443,17,192.168.29.191,142.250.70.68,8,5446,10,6792
2025-08-29T11:40:30+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,56,1,88
2025-08-29T11:40:30+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,1,56,1,132
2025-08-29T11:40:42+00:00,192.168.29.191,,192.168.210.132,40.126.18.33,443,6,192.168.29.191,40.126.18.33,15,7360,13,11355
2025-08-29T11:40:42+00:00,192.168.29.191,,192.168.210.132,40.126.18.33,443,6,192.168.29.191,40.126.18.33,15,8093,14,11459
2025-08-29T11:41:00+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:41:00+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:41:00+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,443,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:41:00+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
2025-08-29T11:41:00+00:00,192.168.29.191,,192.168.210.132,8.8.8.8,53,17,192.168.29.191,8.8.8.8,,,,
